order_id,order_date,customer_id,product_id,province,category,channel,payment_id,payment_method,payment_status,quantity,unit_price,discount,net_sales,source_file
ORD000352,2026-01-21 13:44:00,C0076,P022,ระยอง,Accessory,Marketplace,PAY000352,Bank Transfer,PAID,1,449.1,0.05,426.64,orders_2026_01.csv
ORD000353,2026-01-22 13:13:00,C0032,P006,ระยอง,Accessory,Marketplace,PAY000353,Bank Transfer,PAID,1,299.0,0.0,299.0,orders_2026_01.csv
ORD000354,2026-01-19 08:37:00,C0032,P023,ระยอง,Accessory,Marketplace,PAY000354,Bank Transfer,PAID,1,299.0,0.0,299.0,orders_2026_01.csv
ORD000355,2026-01-10 07:21:00,C0112,P016,กรุงเทพมหานคร,Accessory,Marketplace,PAY000355,Bank Transfer,PAID,1,1564.5,0.0,1564.5,orders_2026_01.csv
ORD000356,2026-01-02 23:47:00,C0158,P016,เชียงใหม่,Accessory,Marketplace,PAY000356,Credit Card,PAID,2,1564.5,0.05,2972.55,orders_2026_01.csv
ORD000357,2026-01-18 15:19:00,C0087,P020,กรุงเทพมหานคร,Smart Home,Marketplace,PAY000357,Credit Card,PAID,2,449.1,0.05,853.29,orders_2026_01.csv
ORD000358,2026-01-05 18:00:00,C0063,P002,ระยอง,Smartphone,Mobile App,PAY000358,Credit Card,PAID,4,1415.5,0.1,5095.8,orders_2026_01.csv
ORD000359,2026-01-14 22:16:00,C0151,P016,ชลบุรี,Accessory,Marketplace,PAY000359,Bank Transfer,PAID,1,1564.5,0.0,1564.5,orders_2026_01.csv
ORD000360,2026-01-24 07:27:00,C0009,P015,ภูเก็ต,Notebook,Marketplace,PAY000360,Credit Card,PAID,2,269.1,0.0,538.2,orders_2026_01.csv
ORD000361,2026-02-19 02:59:00,C0124,P019,กรุงเทพมหานคร,Smartphone,Web,PAY000361,Bank Transfer,PAID,1,4189.5,0.05,3980.02,orders_2026_02.csv
ORD000362,2026-02-20 07:33:00,C0072,P039,เชียงใหม่,Notebook,Web,PAY000362,PromptPay,PAID,2,940.5,0.05,1786.95,orders_2026_02.csv
ORD000363,2026-02-08 06:17:00,C0136,P014,ระยอง,Notebook,Mobile App,PAY000363,PromptPay,PAID,2,940.5,0.05,1786.95,orders_2026_02.csv
ORD000364,2026-02-16 06:58:00,C0077,P038,เชียงใหม่,Smartphone,Web,PAY000364,Credit Card,PAID,2,12900.0,0.0,25800.0,orders_2026_02.csv
ORD000365,2026-02-23 13:30:00,C0139,P004,ระยอง,Smart Home,Marketplace,PAY000365,Credit Card,PAID,2,1490.0,0.0,2980.0,orders_2026_02.csv
ORD000366,2026-02-14 20:28:00,C0088,P004,ภูเก็ต,Smart Home,Marketplace,PAY000366,Credit Card,PAID,1,1490.0,0.0,1490.0,orders_2026_02.csv
ORD000369,2026-02-22 01:54:00,C0037,P033,ภูเก็ต,Smart Home,Mobile App,PAY000369,Credit Card,PAID,3,13545.0,0.0,40635.0,orders_2026_02.csv
ORD000370,2026-02-05 13:06:00,C0050,P006,เชียงใหม่,Accessory,Marketplace,PAY000370,PromptPay,PAID,2,284.05,0.05,539.7,orders_2026_02.csv
ORD000371,2026-02-06 02:30:00,C0155,P029,เชียงใหม่,Notebook,Web,PAY000371,PromptPay,PAID,4,3990.0,0.0,15960.0,orders_2026_02.csv
ORD000372,2026-02-03 18:30:00,C0096,P025,กรุงเทพมหานคร,Accessory,Mobile App,PAY000372,Bank Transfer,PAID,2,27195.0,0.1,48951.0,orders_2026_02.csv
ORD000373,2026-02-05 22:22:00,C0081,P028,ขอนแก่น,Smartphone,Marketplace,PAY000373,Credit Card,PAID,1,269.1,0.05,255.64,orders_2026_02.csv
ORD000374,2026-02-12 03:57:00,C0101,P040,ภูเก็ต,Accessory,Web,PAY000374,Credit Card,PAID,1,3591.0,0.0,3591.0,orders_2026_02.csv
ORD000375,2026-02-16 10:59:00,C0034,P008,ภูเก็ต,Accessory,Web,PAY000375,PromptPay,PAID,1,474.05,0.05,450.35,orders_2026_02.csv
ORD000376,2026-02-26 11:51:00,C0155,P027,เชียงใหม่,Smartphone,Mobile App,PAY000376,Credit Card,PAID,4,27195.0,0.0,108780.0,orders_2026_02.csv
ORD000377,2026-02-18 10:54:00,C0114,P014,เชียงใหม่,Notebook,Web,PAY000377,PromptPay,PAID,1,891.0,0.0,891.0,orders_2026_02.csv
ORD000378,2026-02-03 18:47:00,C0118,P002,ระยอง,Smartphone,Marketplace,PAY000378,Credit Card,PAID,4,1415.5,0.1,5095.8,orders_2026_02.csv
ORD000379,2026-02-26 21:04:00,C0002,P010,ชลบุรี,Smart Home,Mobile App,PAY000379,Credit Card,PAID,1,1039.5,0.05,987.52,orders_2026_02.csv
ORD000380,2026-02-04 17:51:00,C0045,P026,เชียงใหม่,Smart Home,Web,PAY000380,PromptPay,PAID,3,11610.0,0.05,33088.5,orders_2026_02.csv
ORD000381,2026-02-09 10:43:00,C0077,P007,เชียงใหม่,Notebook,Mobile App,PAY000381,Bank Transfer,PAID,1,24605.0,0.0,24605.0,orders_2026_02.csv
ORD000384,2026-02-14 07:10:00,C0013,P038,เชียงใหม่,Smartphone,Marketplace,PAY000384,PromptPay,PAID,1,13545.0,0.05,12867.75,orders_2026_02.csv
ORD000385,2026-02-12 03:57:00,C0089,P028,ชลบุรี,Smartphone,Web,PAY000385,Credit Card,PAID,4,299.0,0.0,1196.0,orders_2026_02.csv
ORD000387,2026-02-12 10:15:00,C0071,P028,ชลบุรี,Smartphone,Marketplace,PAY000387,Bank Transfer,PAID,4,313.95,0.0,1255.8,orders_2026_02.csv
ORD000388,2026-02-22 14:44:00,C0100,P018,กรุงเทพมหานคร,Smartphone,Web,PAY000388,Credit Card,PAID,2,3591.0,0.0,7182.0,orders_2026_02.csv
ORD000389,2026-02-15 15:29:00,C0051,P032,เชียงใหม่,Notebook,Marketplace,PAY000389,Credit Card,PAID,2,25900.0,0.0,51800.0,orders_2026_02.csv
ORD000390,2026-02-04 07:56:00,C0159,P026,ภูเก็ต,Smart Home,Mobile App,PAY000390,Bank Transfer,PAID,3,11610.0,0.0,34830.0,orders_2026_02.csv
ORD000391,2026-02-18 08:58:00,C0101,P020,ภูเก็ต,Smart Home,Mobile App,PAY000391,Credit Card,PAID,2,449.1,0.0,898.2,orders_2026_02.csv
ORD000392,2026-02-26 06:39:00,C0107,P023,ระยอง,Accessory,Mobile App,PAY000392,Credit Card,PAID,1,269.1,0.0,269.1,orders_2026_02.csv
ORD000394,2026-02-06 06:54:00,C0015,P007,ภูเก็ต,Notebook,Web,PAY000394,Bank Transfer,PAID,2,24605.0,0.1,44289.0,orders_2026_02.csv
ORD000395,2026-02-12 15:38:00,C0008,P020,ขอนแก่น,Smart Home,Web,PAY000395,Bank Transfer,PAID,1,499.0,0.0,499.0,orders_2026_02.csv
ORD000397,2026-02-06 11:40:00,C0015,P040,ภูเก็ต,Accessory,Marketplace,PAY000397,PromptPay,PAID,2,3990.0,0.1,7182.0,orders_2026_02.csv
ORD000398,2026-02-20 16:01:00,C0095,P040,ระยอง,Accessory,Marketplace,PAY000398,Credit Card,PAID,2,3990.0,0.0,7980.0,orders_2026_02.csv
ORD000400,2026-02-19 15:10:00,C0078,P035,ระยอง,Accessory,Web,PAY000400,PromptPay,PAID,4,27195.0,0.0,108780.0,orders_2026_02.csv
ORD000401,2026-02-16 16:25:00,C0085,P013,กรุงเทพมหานคร,Smart Home,Marketplace,PAY000401,Bank Transfer,PAID,3,499.0,0.1,1347.3,orders_2026_02.csv
ORD000402,2026-02-16 20:27:00,C0084,P030,กรุงเทพมหานคร,Smartphone,Web,PAY000402,PromptPay,PAID,1,523.95,0.05,497.75,orders_2026_02.csv
ORD000403,2026-02-17 06:30:00,C0107,P031,ระยอง,Smart Home,Mobile App,PAY000403,Credit Card,PAID,1,1490.0,0.0,1490.0,orders_2026_02.csv
ORD000405,2026-02-27 09:47:00,C0070,P001,เชียงใหม่,Notebook,Marketplace,PAY000405,PromptPay,PAID,1,299.0,0.0,299.0,orders_2026_02.csv
ORD000406,2026-02-04 00:37:00,C0144,P035,ภูเก็ต,Accessory,Web,PAY000406,Credit Card,PAID,3,23310.0,0.0,69930.0,orders_2026_02.csv
ORD000407,2026-02-28 08:21:00,C0100,P027,กรุงเทพมหานคร,Smartphone,Web,PAY000407,PromptPay,PAID,4,23310.0,0.1,83916.0,orders_2026_02.csv
ORD000408,2026-02-27 20:30:00,C0047,P032,ระยอง,Notebook,Marketplace,PAY000408,PromptPay,PAID,2,25900.0,0.05,49210.0,orders_2026_02.csv
ORD000409,2026-02-17 18:03:00,C0071,P035,ชลบุรี,Accessory,Mobile App,PAY000409,Credit Card,PAID,3,27195.0,0.0,81585.0,orders_2026_02.csv
ORD000411,2026-02-10 01:56:00,C0030,P025,ชลบุรี,Accessory,Mobile App,PAY000411,Credit Card,PAID,1,25900.0,0.0,25900.0,orders_2026_02.csv
ORD000412,2026-02-11 23:14:00,C0088,P025,ภูเก็ต,Accessory,Web,PAY000412,Credit Card,PAID,2,25900.0,0.0,51800.0,orders_2026_02.csv
ORD000413,2026-02-12 05:32:00,C0125,P005,เชียงใหม่,Smartphone,Web,PAY000413,Bank Transfer,PAID,2,313.95,0.0,627.9,orders_2026_02.csv
ORD000414,2026-02-18 15:53:00,C0072,P019,เชียงใหม่,Smartphone,Web,PAY000414,Credit Card,PAID,1,3591.0,0.0,3591.0,orders_2026_02.csv
ORD000415,2026-02-15 12:42:00,C0007,P037,กรุงเทพมหานคร,Smart Home,Marketplace,PAY000415,Credit Card,PAID,4,24605.0,0.0,98420.0,orders_2026_02.csv
ORD000416,2026-02-06 05:45:00,C0109,P023,กรุงเทพมหานคร,Accessory,Mobile App,PAY000416,Bank Transfer,PAID,2,299.0,0.0,598.0,orders_2026_02.csv
ORD000418,2026-02-26 17:39:00,C0097,P018,เชียงใหม่,Smartphone,Marketplace,PAY000418,Credit Card,PAID,2,3790.5,0.05,7201.95,orders_2026_02.csv
ORD000419,2026-02-12 23:28:00,C0015,P002,ภูเก็ต,Smartphone,Marketplace,PAY000419,Bank Transfer,PAID,1,1341.0,0.1,1206.9,orders_2026_02.csv
ORD000420,2026-02-09 09:44:00,C0056,P021,เชียงใหม่,Smart Home,Mobile App,PAY000420,Bank Transfer,PAID,1,23310.0,0.1,20979.0,orders_2026_02.csv
ORD000421,2026-02-14 04:43:00,C0160,P023,กรุงเทพมหานคร,Accessory,Marketplace,PAY000421,Bank Transfer,PAID,3,284.05,0.1,766.94,orders_2026_02.csv
ORD000422,2026-02-27 13:36:00,C0160,P001,กรุงเทพมหานคร,Notebook,Mobile App,PAY000422,PromptPay,PAID,3,299.0,0.0,897.0,orders_2026_02.csv
ORD000423,2026-02-04 18:44:00,C0047,P027,ระยอง,Smartphone,Web,PAY000423,Bank Transfer,PAID,4,24605.0,0.0,98420.0,orders_2026_02.csv
ORD000424,2026-02-19 22:35:00,C0002,P007,ชลบุรี,Notebook,Web,PAY000424,Credit Card,PAID,1,24605.0,0.05,23374.75,orders_2026_02.csv
ORD000425,2026-02-17 18:53:00,C0145,P003,ภูเก็ต,Smartphone,Web,PAY000425,PromptPay,PAID,2,25900.0,0.0,51800.0,orders_2026_02.csv
ORD000426,2026-02-25 09:55:00,C0043,P027,ระยอง,Smartphone,Web,PAY000426,Credit Card,PAID,4,25900.0,0.0,103600.0,orders_2026_02.csv
ORD000428,2026-02-01 09:32:00,C0036,P032,กรุงเทพมหานคร,Notebook,Mobile App,PAY000428,Bank Transfer,PAID,2,27195.0,0.0,54390.0,orders_2026_02.csv
ORD000429,2026-02-02 17:59:00,C0036,P004,กรุงเทพมหานคร,Smart Home,Web,PAY000429,PromptPay,PAID,3,1490.0,0.0,4470.0,orders_2026_02.csv
ORD000431,2026-02-05 17:40:00,C0017,P019,กรุงเทพมหานคร,Smartphone,Marketplace,PAY000431,Credit Card,PAID,1,3790.5,0.1,3411.45,orders_2026_02.csv
ORD000432,2026-02-04 04:23:00,C0119,P025,ขอนแก่น,Accessory,Marketplace,PAY000432,PromptPay,PAID,4,25900.0,0.0,103600.0,orders_2026_02.csv
ORD000433,2026-02-11 22:26:00,C0043,P009,ระยอง,Notebook,Mobile App,PAY000433,Bank Transfer,PAID,2,284.05,0.05,539.7,orders_2026_02.csv
ORD000434,2026-02-23 16:44:00,C0114,P025,เชียงใหม่,Accessory,Mobile App,PAY000434,Bank Transfer,PAID,1,25900.0,0.1,23310.0,orders_2026_02.csv
ORD000435,2026-02-13 04:16:00,C0130,P010,ภูเก็ต,Smart Home,Mobile App,PAY000435,PromptPay,PAID,2,891.0,0.05,1692.9,orders_2026_02.csv
ORD000437,2026-02-24 08:52:00,C0059,P014,ระยอง,Notebook,Web,PAY000437,PromptPay,PAID,2,990.0,0.0,1980.0,orders_2026_02.csv
ORD000439,2026-02-20 02:29:00,C0112,P002,กรุงเทพมหานคร,Smartphone,Mobile App,PAY000439,Credit Card,PAID,3,1564.5,0.0,4693.5,orders_2026_02.csv
ORD000440,2026-02-22 17:06:00,C0063,P008,ระยอง,Accessory,Web,PAY000440,Credit Card,PAID,2,449.1,0.0,898.2,orders_2026_02.csv
ORD000441,2026-02-22 07:08:00,C0032,P024,ระยอง,Accessory,Mobile App,PAY000441,Bank Transfer,PAID,1,299.0,0.0,299.0,orders_2026_02.csv
ORD000442,2026-02-23 13:16:00,C0105,P010,ภูเก็ต,Smart Home,Marketplace,PAY000442,PromptPay,PAID,1,1039.5,0.1,935.55,orders_2026_02.csv
ORD000443,2026-02-19 19:44:00,C0117,P003,ชลบุรี,Smartphone,Web,PAY000443,PromptPay,PAID,4,24605.0,0.0,98420.0,orders_2026_02.csv
ORD000444,2026-02-12 16:42:00,C0030,P030,ชลบุรี,Smartphone,Marketplace,PAY000444,PromptPay,PAID,3,499.0,0.0,1497.0,orders_2026_02.csv
ORD000445,2026-02-10 13:38:00,C0054,P025,กรุงเทพมหานคร,Accessory,Mobile App,PAY000445,Bank Transfer,PAID,1,24605.0,0.0,24605.0,orders_2026_02.csv
ORD000446,2026-02-09 12:07:00,C0062,P012,ระยอง,Accessory,Mobile App,PAY000446,Bank Transfer,PAID,1,990.0,0.0,990.0,orders_2026_02.csv
ORD000447,2026-02-24 03:42:00,C0085,P024,กรุงเทพมหานคร,Accessory,Mobile App,PAY000447,PromptPay,PAID,1,313.95,0.0,313.95,orders_2026_02.csv
ORD000448,2026-02-15 13:01:00,C0096,P004,กรุงเทพมหานคร,Smart Home,Web,PAY000448,PromptPay,PAID,2,1341.0,0.05,2547.9,orders_2026_02.csv
ORD000449,2026-02-27 08:06:00,C0038,P031,ชลบุรี,Smart Home,Web,PAY000449,Credit Card,PAID,3,1341.0,0.0,4023.0,orders_2026_02.csv
ORD000450,2026-02-08 18:36:00,C0037,P011,ภูเก็ต,Accessory,Marketplace,PAY000450,Credit Card,PAID,1,25900.0,0.0,25900.0,orders_2026_02.csv
ORD000451,2026-02-15 01:08:00,C0028,P032,ขอนแก่น,Notebook,Marketplace,PAY000451,Bank Transfer,PAID,4,27195.0,0.05,103341.0,orders_2026_02.csv
ORD000452,2026-02-12 08:11:00,C0022,P005,กรุงเทพมหานคร,Smartphone,Mobile App,PAY000452,Credit Card,PAID,4,299.0,0.0,1196.0,orders_2026_02.csv
ORD000453,2026-02-02 03:17:00,C0105,P040,ภูเก็ต,Accessory,Web,PAY000453,PromptPay,PAID,3,3990.0,0.05,11371.5,orders_2026_02.csv
ORD000454,2026-02-17 21:52:00,C0087,P011,กรุงเทพมหานคร,Accessory,Mobile App,PAY000454,Bank Transfer,PAID,1,27195.0,0.05,25835.25,orders_2026_02.csv
ORD000456,2026-02-19 18:32:00,C0155,P039,เชียงใหม่,Notebook,Web,PAY000456,Bank Transfer,PAID,3,990.0,0.1,2673.0,orders_2026_02.csv
ORD000460,2026-02-17 04:59:00,C0040,P011,กรุงเทพมหานคร,Accessory,Mobile App,PAY000460,Bank Transfer,PAID,3,27195.0,0.0,81585.0,orders_2026_02.csv
ORD000461,2026-02-12 00:01:00,C0143,P015,เชียงใหม่,Notebook,Mobile App,PAY000461,PromptPay,PAID,2,299.0,0.1,538.2,orders_2026_02.csv
ORD000462,2026-02-28 03:21:00,C0077,P003,เชียงใหม่,Smartphone,Mobile App,PAY000462,Bank Transfer,PAID,2,25900.0,0.05,49210.0,orders_2026_02.csv
ORD000463,2026-02-20 13:20:00,C0062,P030,ระยอง,Smartphone,Marketplace,PAY000463,PromptPay,PAID,4,523.95,0.0,2095.8,orders_2026_02.csv
ORD000465,2026-02-12 07:50:00,C0002,P011,ชลบุรี,Accessory,Mobile App,PAY000465,PromptPay,PAID,1,27195.0,0.1,24475.5,orders_2026_02.csv
ORD000466,2026-02-17 18:53:00,C0044,P004,กรุงเทพมหานคร,Smart Home,Mobile App,PAY000466,Bank Transfer,PAID,1,1341.0,0.0,1341.0,orders_2026_02.csv
ORD000467,2026-02-26 11:09:00,C0117,P017,ชลบุรี,Smartphone,Mobile App,PAY000467,PromptPay,PAID,4,990.0,0.1,3564.0,orders_2026_02.csv
ORD000469,2026-02-20 23:00:00,C0033,P004,ระยอง,Smart Home,Marketplace,PAY000469,Bank Transfer,PAID,4,1415.5,0.05,5378.9,orders_2026_02.csv
ORD000470,2026-02-21 21:44:00,C0076,P004,ระยอง,Smart Home,Mobile App,PAY000470,Credit Card,PAID,2,1415.5,0.0,2831.0,orders_2026_02.csv
ORD000471,2026-02-13 13:59:00,C0068,P032,ขอนแก่น,Notebook,Web,PAY000471,PromptPay,PAID,4,27195.0,0.0,108780.0,orders_2026_02.csv
ORD000472,2026-02-06 07:32:00,C0155,P017,เชียงใหม่,Smartphone,Mobile App,PAY000472,Credit Card,PAID,2,1039.5,0.1,1871.1,orders_2026_02.csv
ORD000473,2026-02-06 17:53:00,C0059,P005,ระยอง,Smartphone,Marketplace,PAY000473,Credit Card,PAID,1,299.0,0.0,299.0,orders_2026_02.csv
ORD000474,2026-02-05 22:44:00,C0008,P019,ขอนแก่น,Smartphone,Web,PAY000474,PromptPay,PAID,1,4189.5,0.0,4189.5,orders_2026_02.csv
ORD000475,2026-02-15 05:43:00,C0085,P018,กรุงเทพมหานคร,Smartphone,Web,PAY000475,Credit Card,PAID,2,3790.5,0.0,7581.0,orders_2026_02.csv
ORD000476,2026-02-10 18:54:00,C0006,P018,ระยอง,Smartphone,Mobile App,PAY000476,PromptPay,PAID,1,4189.5,0.0,4189.5,orders_2026_02.csv
ORD000477,2026-02-28 08:44:00,C0092,P031,กรุงเทพมหานคร,Smart Home,Marketplace,PAY000477,Credit Card,PAID,3,1341.0,0.0,4023.0,orders_2026_02.csv
ORD000478,2026-02-18 15:30:00,C0097,P038,เชียงใหม่,Smartphone,Web,PAY000478,Credit Card,PAID,4,12900.0,0.0,51600.0,orders_2026_02.csv
ORD000479,2026-02-22 17:01:00,C0013,P009,เชียงใหม่,Notebook,Mobile App,PAY000479,Credit Card,PAID,1,269.1,0.0,269.1,orders_2026_02.csv
ORD000480,2026-02-16 08:07:00,C0029,P018,ขอนแก่น,Smartphone,Mobile App,PAY000480,Credit Card,PAID,1,3790.5,0.0,3790.5,orders_2026_02.csv
ORD000481,2026-02-25 14:58:00,C0052,P034,ระยอง,Accessory,Web,PAY000481,PromptPay,PAID,1,299.0,0.0,299.0,orders_2026_02.csv
ORD000482,2026-02-28 09:31:00,C0036,P038,กรุงเทพมหานคร,Smartphone,Web,PAY000482,Credit Card,PAID,1,13545.0,0.0,13545.0,orders_2026_02.csv
ORD000483,2026-02-04 18:05:00,C0010,P037,ชลบุรี,Smart Home,Marketplace,PAY000483,PromptPay,PAID,2,25900.0,0.0,51800.0,orders_2026_02.csv
ORD000484,2026-02-01 01:38:00,C0048,P016,กรุงเทพมหานคร,Accessory,Marketplace,PAY000484,Bank Transfer,PAID,1,1564.5,0.0,1564.5,orders_2026_02.csv
ORD000485,2026-02-23 04:34:00,C0095,P017,ระยอง,Smartphone,Web,PAY000485,PromptPay,PAID,4,891.0,0.0,3564.0,orders_2026_02.csv
ORD000487,2026-02-03 22:11:00,C0092,P010,กรุงเทพมหานคร,Smart Home,Mobile App,PAY000487,PromptPay,PAID,1,990.0,0.0,990.0,orders_2026_02.csv
ORD000489,2026-02-21 22:56:00,C0103,P010,ขอนแก่น,Smart Home,Web,PAY000489,PromptPay,PAID,1,990.0,0.0,990.0,orders_2026_02.csv
ORD000490,2026-02-05 06:12:00,C0067,P028,ชลบุรี,Smartphone,Web,PAY000490,PromptPay,PAID,1,299.0,0.0,299.0,orders_2026_02.csv
ORD000492,2026-02-18 23:25:00,C0105,P014,ภูเก็ต,Notebook,Marketplace,PAY000492,PromptPay,PAID,1,990.0,0.0,990.0,orders_2026_02.csv
ORD000493,2026-02-24 06:43:00,C0140,P022,ภูเก็ต,Accessory,Web,PAY000493,Bank Transfer,PAID,4,499.0,0.0,1996.0,orders_2026_02.csv
ORD000494,2026-02-21 18:46:00,C0091,P025,ชลบุรี,Accessory,Marketplace,PAY000494,Bank Transfer,PAID,1,24605.0,0.0,24605.0,orders_2026_02.csv
ORD000495,2026-02-01 10:05:00,C0016,P016,ชลบุรี,Accessory,Web,PAY000495,Bank Transfer,PAID,2,1490.0,0.05,2831.0,orders_2026_02.csv
ORD000496,2026-02-08 04:50:00,C0007,P022,กรุงเทพมหานคร,Accessory,Web,PAY000496,Credit Card,PAID,4,499.0,0.1,1796.4,orders_2026_02.csv
ORD000498,2026-02-06 11:28:00,C0047,P003,ระยอง,Smartphone,Marketplace,PAY000498,Credit Card,PAID,2,24605.0,0.0,49210.0,orders_2026_02.csv
ORD000499,2026-02-07 15:12:00,C0157,P024,ระยอง,Accessory,Mobile App,PAY000499,Credit Card,PAID,1,269.1,0.0,269.1,orders_2026_02.csv
ORD000501,2026-02-27 02:25:00,C0024,P001,กรุงเทพมหานคร,Notebook,Marketplace,PAY000501,Credit Card,PAID,1,284.05,0.0,284.05,orders_2026_02.csv
ORD000502,2026-02-19 12:08:00,C0013,P040,เชียงใหม่,Accessory,Mobile App,PAY000502,PromptPay,PAID,1,3591.0,0.1,3231.9,orders_2026_02.csv
ORD000503,2026-02-10 11:55:00,C0022,P030,กรุงเทพมหานคร,Smartphone,Mobile App,PAY000503,Credit Card,PAID,4,474.05,0.0,1896.2,orders_2026_02.csv
ORD000504,2026-02-18 05:44:00,C0091,P005,ชลบุรี,Smartphone,Mobile App,PAY000504,Bank Transfer,PAID,2,313.95,0.0,627.9,orders_2026_02.csv
ORD000505,2026-02-02 01:42:00,C0148,P031,เชียงใหม่,Smart Home,Web,PAY000505,PromptPay,PAID,1,1341.0,0.0,1341.0,orders_2026_02.csv
ORD000506,2026-02-19 13:26:00,C0153,P007,ขอนแก่น,Notebook,Mobile App,PAY000506,PromptPay,PAID,2,27195.0,0.0,54390.0,orders_2026_02.csv
ORD000507,2026-02-24 12:52:00,C0126,P011,เชียงใหม่,Accessory,Web,PAY000507,PromptPay,PAID,1,25900.0,0.0,25900.0,orders_2026_02.csv
ORD000508,2026-02-20 22:36:00,C0129,P009,กรุงเทพมหานคร,Notebook,Mobile App,PAY000508,Bank Transfer,PAID,3,299.0,0.0,897.0,orders_2026_02.csv
ORD000510,2026-02-10 22:52:00,C0153,P010,ขอนแก่น,Smart Home,Web,PAY000510,PromptPay,PAID,4,1039.5,0.0,4158.0,orders_2026_02.csv
ORD000511,2026-02-24 16:52:00,C0106,P031,ภูเก็ต,Smart Home,Web,PAY000511,Bank Transfer,PAID,1,1490.0,0.1,1341.0,orders_2026_02.csv
ORD000512,2026-02-10 17:11:00,C0036,P017,กรุงเทพมหานคร,Smartphone,Mobile App,PAY000512,Credit Card,PAID,4,1039.5,0.05,3950.1,orders_2026_02.csv
ORD000513,2026-02-25 01:56:00,C0012,P022,ขอนแก่น,Accessory,Web,PAY000513,Bank Transfer,PAID,1,474.05,0.0,474.05,orders_2026_02.csv
ORD000514,2026-02-03 09:09:00,C0028,P023,ขอนแก่น,Accessory,Web,PAY000514,Credit Card,PAID,3,313.95,0.05,894.76,orders_2026_02.csv
ORD000515,2026-02-02 13:51:00,C0030,P012,ชลบุรี,Accessory,Web,PAY000515,Bank Transfer,PAID,3,990.0,0.1,2673.0,orders_2026_02.csv
ORD000516,2026-02-11 03:07:00,C0047,P002,ระยอง,Smartphone,Mobile App,PAY000516,PromptPay,PAID,2,1341.0,0.1,2413.8,orders_2026_02.csv
ORD000517,2026-02-01 04:57:00,C0029,P003,ขอนแก่น,Smartphone,Marketplace,PAY000517,PromptPay,PAID,3,25900.0,0.0,77700.0,orders_2026_02.csv
ORD000518,2026-02-05 13:30:00,C0110,P015,เชียงใหม่,Notebook,Marketplace,PAY000518,Credit Card,PAID,1,299.0,0.0,299.0,orders_2026_02.csv
ORD000519,2026-02-26 04:26:00,C0012,P033,ขอนแก่น,Smart Home,Mobile App,PAY000519,Bank Transfer,PAID,1,12900.0,0.0,12900.0,orders_2026_02.csv
ORD000520,2026-02-06 15:46:00,C0114,P037,เชียงใหม่,Smart Home,Marketplace,PAY000520,Bank Transfer,PAID,1,23310.0,0.1,20979.0,orders_2026_02.csv
ORD000521,2026-02-08 11:24:00,C0020,P017,ขอนแก่น,Smartphone,Marketplace,PAY000521,PromptPay,PAID,1,990.0,0.0,990.0,orders_2026_02.csv
ORD000522,2026-02-03 16:16:00,C0159,P002,ภูเก็ต,Smartphone,Mobile App,PAY000522,Bank Transfer,PAID,2,1490.0,0.1,2682.0,orders_2026_02.csv
ORD000523,2026-02-13 06:28:00,C0077,P032,เชียงใหม่,Notebook,Marketplace,PAY000523,Bank Transfer,PAID,2,25900.0,0.05,49210.0,orders_2026_02.csv
ORD000524,2026-02-21 20:40:00,C0140,P011,ภูเก็ต,Accessory,Mobile App,PAY000524,PromptPay,PAID,1,25900.0,0.05,24605.0,orders_2026_02.csv
ORD000525,2026-02-06 05:17:00,C0124,P040,กรุงเทพมหานคร,Accessory,Marketplace,PAY000525,Credit Card,PAID,1,3990.0,0.0,3990.0,orders_2026_02.csv
ORD000526,2026-02-23 05:53:00,C0140,P007,ภูเก็ต,Notebook,Web,PAY000526,Bank Transfer,PAID,1,25900.0,0.0,25900.0,orders_2026_02.csv
ORD000528,2026-02-12 17:29:00,C0118,P030,ระยอง,Smartphone,Marketplace,PAY000528,Credit Card,PAID,2,499.0,0.05,948.1,orders_2026_02.csv
ORD000529,2026-02-18 00:14:00,C0071,P039,ชลบุรี,Notebook,Web,PAY000529,Bank Transfer,PAID,2,1039.5,0.05,1975.05,orders_2026_02.csv
ORD000530,2026-02-06 08:19:00,C0023,P036,กรุงเทพมหานคร,Notebook,Marketplace,PAY000530,PromptPay,PAID,1,299.0,0.0,299.0,orders_2026_02.csv
ORD000531,2026-02-28 13:46:00,C0009,P035,ภูเก็ต,Accessory,Marketplace,PAY000531,Bank Transfer,PAID,1,25900.0,0.1,23310.0,orders_2026_02.csv
ORD000533,2026-02-25 22:30:00,C0117,P035,ชลบุรี,Accessory,Mobile App,PAY000533,Bank Transfer,PAID,2,25900.0,0.1,46620.0,orders_2026_02.csv
ORD000534,2026-02-17 15:31:00,C0134,P015,ภูเก็ต,Notebook,Marketplace,PAY000534,Bank Transfer,PAID,1,313.95,0.0,313.95,orders_2026_02.csv
ORD000535,2026-02-05 23:37:00,C0068,P018,ขอนแก่น,Smartphone,Mobile App,PAY000535,Credit Card,PAID,1,3790.5,0.1,3411.45,orders_2026_02.csv
ORD000536,2026-02-03 06:33:00,C0015,P013,ภูเก็ต,Smart Home,Mobile App,PAY000536,Credit Card,PAID,2,499.0,0.0,998.0,orders_2026_02.csv
ORD000537,2026-02-16 23:58:00,C0073,P031,ขอนแก่น,Smart Home,Web,PAY000537,Credit Card,PAID,1,1490.0,0.05,1415.5,orders_2026_02.csv
